user_id,show_id,rating,title
13,2464,2.4,Grandmother's Farm Part 2
13,3500,2.8,Between Two Ferns: The Movie
14,2417,2.6,13 Reasons Why
14,3322,5.0,"Liar, Liar, Vampire"
14,4960,1.7,Happy Anniversary
14,5494,4.6,Kazoops!
14,67,3.3,Saved by the Bell
14,7959,2.4,Scooby-Doo on Zombie Island
14,4270,2.1,LAST HOPE
14,78,1.6,Tughlaq Durbar
14,6092,3.0,Adrishya
14,4794,4.6,Duck Butter
14,2581,2.1,I Am Divine
14,4643,2.3,The Rise of Phoenixes
14,4046,4.4,Everyday I Love You
14,1497,5.0,"Hello, Love, Goodbye"
14,2852,2.9,W.E.
14,3197,2.1,Mahi NRI
14,192,3.9,C Kkompany
14,4306,4.2,ROMA
14,4845,1.8,Arrested Development
14,5501,3.9,He Even Has Your Eyes
15,907,2.9,In Our Mothers' Gardens
15,2110,2.3,Scarecrow
15,1630,3.6,Finding Agnes
15,6435,3.7,Cave
15,4468,4.3,Heneral Luna
15,7228,3.2,Krish Trish and Baltiboy: Best Friends Forever
15,5092,5.0,Devilman Crybaby
15,8535,4.3,The Trigger Effect
15,4000,1.6,5 Flights Up
15,758,3.7,Feel Good
15,8421,3.3,The Messengers
15,171,3.5,Same Kind of Different as Me
15,7653,2.3,Onaatah
15,104,3.5,Tayo the Little Bus
15,5619,4.1,Heroes Wanted
15,3630,1.4,Uriyadi 2
15,1755,5.0,Leah Remini: Scientology and the Aftermath
15,7787,1.1,Power Rangers: Megaforce: Raising Spirits
15,766,4.6,Alan Saldaña: Locked Up
15,8777,2.7,Yes or No
16,5291,2.8,"Alias JJ, la celebridad del mal"
16,593,5.0,Snow Day
16,6729,1.0,F the Prom
16,1163,4.5,Magic for Humans Spain
16,8699,4.3,Warehoused
16,8016,3.3,Siddhant
16,2832,4.3,All About Love
16,4630,1.2,Quincy
16,6339,1.6,Blue Jasmine
16,600,3.5,The Game
16,4087,4.1,Paris Is Us
16,4384,3.5,Ponysitters Club
16,8444,3.7,The Only Mother To You All
16,8715,2.5,Welcome to New York
16,6814,3.8,Full Out
16,497,4.8,Cat People
16,4053,4.4,Budapest
16,396,4.3,Blood Red Sky
16,448,5.0,The Twilight Saga: Breaking Dawn: Part 2
16,488,4.2,Virgin River
17,3005,2.2,DreamWorks How to Train Your Dragon Legends
17,4591,3.1,My Suicide
17,1619,3.3,Oddbods
17,1282,4.0,Zindagi in Short
17,3061,3.9,Jeff Dunham: Unhinged in Hollywood
17,2534,3.0,Malang
17,5465,3.1,The Dream Job
17,3036,4.4,Jamtara - Sabka Number Ayega
17,4474,4.7,Santo Cachón
17,1578,4.3,Juman
17,6787,3.2,Forever Pure
17,6956,3.6,Hell or High Water
17,6229,2.9,Bangkok Hell
17,6092,1.9,Adrishya
17,2892,3.5,Hyena
17,113,3.5,Afterlife of the Party
17,5818,2.7,Jim Gaffigan: Obsessed
17,2210,2.7,Offering to the Storm
17,7418,2.7,Mary Portas: Secret Shopper
17,8241,2.4,The CEO
18,1632,3.3,Spookley and the Christmas Kittens
18,7365,4.3,Mac & Devin Go to High School
18,2432,5.0,Alone
18,2667,3.7,Babamın Ceketi
18,1443,3.4,QB1: Beyond the Lights
18,5589,5.0,Operações Especiais
18,2353,3.0,Chaman Bahaar
18,7262,4.7,Lady in the Water
18,1639,1.4,Heartbreak High
18,4031,2.2,Hajwala 2: Mysterious Mission
18,7704,3.4,Paranormal Activity
18,364,4.5,Centaurworld
18,547,3.4,We the People
18,8242,4.0,The Charnel House
18,2772,3.9,Wassup Man GO!
18,7075,4.3,Inequality for All
18,108,3.1,Dive Club
18,6844,2.3,Ghayal
18,121,3.6,Hotel Del Luna
18,6587,3.0,Deep Water
19,428,5.0,Words Bubble Up Like Soda Pop
19,1603,1.5,Alien Worlds
19,6210,4.7,Backtrack
19,2945,2.8,Cagaster of an Insect Cage
19,3193,2.9,High End Yaariyan
19,7858,4.2,Residente
19,4450,4.4,Marc Maron: Thinky Pain
19,4208,4.2,GODZILLA The Planet Eater
19,2928,2.3,Good Time
19,1759,3.7,LEGO Ninjago: Masters of Spinjitzu
19,231,3.2,The Water Man
19,2829,5.0,Marc Maron: End Times Fun
19,3670,3.7,Cities of Last Things
19,8200,4.1,The Bachelors
19,7770,4.6,Power Rangers Operation Overdrive
19,4009,2.8,Jeff Dunham: Minding the Monsters
19,7532,1.7,My Brother ... Nikhil
19,5503,4.0,JFK: The Making of a President
19,3961,1.3,Pablo
19,8237,1.8,The Car
20,5366,3.0,World War II in Colour
20,83,2.4,Metal Shop Masters
20,5324,3.2,20 Minutes
20,5956,2.1,Just Another Love Story
20,1522,2.2,Talentime
20,6436,4.4,Celluloid Man
20,8252,4.9,The Competition
20,7180,3.8,Kevin Hart: Seriously Funny
20,4949,4.8,Fallet
20,2085,1.5,I AM A KILLER: RELEASED
20,8748,1.0,Winter of Our Dreams
20,4523,1.0,Blood Pact
20,8042,4.2,Small Soldiers
20,2768,1.8,The Decline
20,7772,4.8,Power Rangers S.P.D.
20,5806,2.6,Witches: A Century of Murder
20,3629,4.1,Otherhood
20,609,3.0,The Tourist
20,5212,1.0,Wedding Unplanned
20,28,5.0,Dark Skies
21,4645,2.1,Life
21,629,3.5,A Way Back Home
21,2683,4.2,Mischief
21,7148,4.4,Julius Jr.
21,4713,3.0,Baaghi
21,4224,4.2,Puriyatha Puthir
21,1563,5.0,Funny Boy
21,3636,2.6,Twelve Forever
21,4306,4.9,ROMA
21,7174,2.5,Kay Dyache Bola
21,6069,5.0,A.X.L.
21,1836,3.2,Disconnect
21,4159,5.0,Rudy Habibie
21,5806,2.9,Witches: A Century of Murder
21,2427,3.6,Hot Sweet Sour
21,3859,4.2,All In My Family
21,7511,1.9,Mortified Nation
21,5330,5.0,Los Herederos
21,4213,2.8,El Potro: Unstoppable
21,8636,2.8,True to the Game
22,5215,2.9,In Laws
22,654,3.7,#Selfie
22,2772,4.0,Wassup Man GO!
22,1040,4.2,Durarara!!
22,1689,3.1,Loving
22,3424,3.6,"Martin Matte: La vie, la mort...eh la la..!"
22,4781,1.1,Luciano Mellera: Infantiloide
22,8517,5.0,The Stanford Prison Experiment
22,1692,5.0,America's Next Top Model
22,969,2.0,August: Osage County
22,7890,3.3,Room for Rent
22,3502,3.0,Criminal: Germany
22,6702,3.0,Equals
22,1884,1.5,Walk Away from Love
22,7841,5.0,Recall
22,2034,2.6,So Much Love to Give
22,4290,5.0,DreamWorks Holiday Classics
22,1104,2.8,An American Girl: McKenna Shoots for the Stars
22,5326,2.9,Colin Quinn: Unconstitutional
22,4851,2.9,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life
23,7033,3.0,Hyori's Bed & Breakfast
23,8084,2.9,Starred Up
23,6605,4.8,Di Renjie zhi Sidatianwang
23,7087,4.4,Into the Forest
23,4867,4.1,Evil Genius
23,2249,1.2,The Epic Tales of Captain Underpants in Space
23,2598,4.1,DRIFTING DRAGONS
23,1152,2.4,Rainbow High
23,4633,4.6,Mobile Suit Gundam UC
23,6300,2.4,Bhouri
23,7566,3.9,Natural Born Pranksters
23,80,2.0,Firedrake the Silver Dragon
23,3492,4.0,Oh! Baby (Malayalam)
23,4615,4.8,Zindagi Kitni Haseen Hay
23,4364,3.9,My Little Pony Friendship Is Magic: Best Gift Ever
23,4826,2.2,Maktub
23,4874,3.8,A Little Help with Carol Burnett
23,6807,3.1,From Japan to Egypt
23,6871,3.5,Gomorrah
23,1751,5.0,Elf Pets: A Fox Cub’s Christmas Tale
24,8372,4.1,The Jane Austen Book Club
24,3170,1.5,No Game No Life: Zero
24,3828,3.2,Weed the People
24,1144,3.8,Yes Man
24,260,4.0,The Defeated
24,5362,1.6,The In-Laws
24,459,2.8,Never Have I Ever
24,1643,4.1,The Call
24,6570,3.9,Daughters of the Dust
24,2081,3.3,True: Friendship Day
24,6879,2.7,Good People
24,4190,1.0,Pandigai
24,4152,3.5,Bhasmasur
24,5429,4.3,Kanavu Variyam
24,2117,3.0,Crazy Awesome Teachers
24,5438,2.4,Under the Black Moonlight
24,2852,2.3,W.E.
24,4566,3.6,Freedom at Midnight
24,1562,4.5,Alice in Borderland
24,5988,3.1,13 Sins
25,4497,4.1,Oddbods: Party Monsters
25,6252,3.6,Battle Creek
25,5819,3.7,David Cross: Making America Great Again!
25,7786,4.1,Power Rangers: Megaforce
25,3092,3.7,Kevin Hart: Don’t F**k This Up
25,1987,2.6,Residue
25,2657,2.6,Win the Wilderness
25,6164,2.5,Anger Management
25,5030,5.0,Hitler's Circle of Evil
25,7551,3.0,Mystery Science Theater 3000
25,5513,1.8,What in the World Happened?
25,6300,3.3,Bhouri
25,4916,1.6,Bill Nye: Science Guy
25,3953,4.4,Kicko & Super Speedo
25,498,2.8,Clash
25,6930,4.7,Harold Shipman - Driven to Kill
25,6073,2.0,Aarakshan
25,1357,3.6,Rocks
25,4711,2.3,On Children
25,8646,1.0,Twirlywoos
26,4512,2.2,Errementari: The Blacksmith and the Devil
26,5114,3.7,Desire
26,1414,4.4,The Heartbreak Club
26,3014,2.8,Deadcon
26,8573,2.2,Theo Who Lived
26,2435,2.5,Life's Speed Bump
26,6201,3.7,Avicii: True Stories
26,7353,3.3,Love Your Garden
26,1639,1.8,Heartbreak High
26,7648,3.6,Oliver Stone's Untold History of the United States
26,4983,2.7,Jag älskar dig: En skilsmässokomedi
26,704,5.0,A Man For The Week End
26,5932,3.9,From One Second to the Next
26,542,2.2,Ujala
26,5995,4.3,1st Summoning
26,3351,1.9,Vientos de agua
26,4596,4.1,Peace Haven
26,8151,4.3,Tarzan
26,7560,2.1,Natalia Valdebenito: Gritona
26,5453,2.2,Little Boxes
27,8353,2.6,The Hunt
27,3670,3.1,Cities of Last Things
27,2096,5.0,Million Dollar Beach House
27,6824,2.6,Game Winning Hit
27,8551,5.0,The War: A Film by Ken Burns and Lynn Novick
27,8181,4.2,The Adventure Club
27,156,3.4,Letters to Juliet
27,188,3.3,2 Alone in Paris
27,242,3.1,Comedy Premium League
27,8779,4.0,Yes or No 2.5
27,1782,1.7,Suburra: Blood on Rome
27,8274,5.0,The Detained
27,5199,4.6,Pup Star: Better 2Gether
27,837,3.0,Ragnarok
27,1079,1.5,The Baker and the Beauty
27,2129,5.0,Fearless
27,2703,3.3,Mine 9
27,7238,3.8,Kuldip Patwal: I Didn't Do It!
27,4261,1.8,Way Back into Love
27,7822,1.2,Raiders!: The Story of the Greatest Fan Film Ever Made
28,4875,5.0,Anon
28,5,2.1,Midnight Mass
28,4447,1.0,Katt Williams: The Pimp Chronicles: Pt. 1
28,1961,4.9,The Playbook
28,8682,2.3,Vizontele Tuuba
28,4838,4.0,Dinosaur King
28,5784,2.8,Iliza Shlesinger: Confirmed Kills
28,6068,2.6,A.M.I.
28,1482,3.5,Transformers: War for Cybertron: Earthrise
28,2488,3.3,Raya and Sakina
28,1355,4.6,Love Daily
28,3604,4.0,Sintonia
28,3482,4.5,Deliha 2
28,5010,1.6,Love Beats Rhymes
28,1609,3.8,Angela's Christmas Wish
28,3252,3.9,Holiday Secrets
28,7038,2.7,I Am Maris
28,5042,4.6,The Ritual
28,1110,5.0,Madame Claude
28,4812,3.3,TAU
29,7655,4.4,Once In A Lifetime Sessions with Nile Rodgers
29,1846,4.2,El-Khawaga's Dilemma
29,7370,1.7,Mad Ron's Prevues from Hell
29,6573,3.6,Dayveon
29,5842,2.3,Bo Burnham: Make Happy
29,7658,3.2,Once Upon a Time in London
29,388,2.1,Plastic Cup Boyz: Laughing My Mask Off!
29,1709,1.0,First Love
29,8314,3.1,The Frozen Ground
29,6661,2.1,East Side Sushi
29,6300,2.1,Bhouri
29,676,2.4,Riverdale
29,7645,3.2,Oh My Ghost 4
29,7687,2.4,P
29,7278,1.2,"LeapFrog: Sing-along, Read-along"
29,6100,3.9,Age Gap Love
29,557,2.3,Winchester
29,655,4.0,#Selfie 69
29,3930,4.4,The Silence
29,4320,5.0,Neo Yokio
30,1827,3.1,Under the Bombs
30,4295,4.2,F.R.E.D.I.
30,472,3.3,Ridley Jones
30,137,4.7,Crocodile Dundee in Los Angeles
30,6977,2.8,Hitch
30,873,5.0,Ahaan
30,2773,4.2,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure
30,4118,2.0,Iron Ladies
30,6039,1.3,A Haunted House
30,4261,4.4,Way Back into Love
30,1924,2.6,We Have Always Lived in the Castle
30,218,2.7,Titletown High
30,3286,4.5,My Dear Warrior
30,3795,2.8,After Maria
30,3624,3.1,No Good Nick
30,8176,4.6,The 24 Hour War
30,4702,2.3,72 Dangerous Animals: Asia
30,1268,3.1,El final del paraíso
30,1618,1.7,Octonauts
30,276,2.4,Valeria
31,6953,2.9,Helix
31,7404,3.4,Marching Orders
31,1325,5.0,Red Dot
31,7320,3.5,Little Sister
31,4904,1.1,Running Shaadi
31,1003,5.0,Zero
31,3220,4.6,Lugar de Mulher
31,4926,3.8,The Honeymoon Stand Up Special
31,5501,4.0,He Even Has Your Eyes
31,7309,2.5,Lion's Heart
31,3627,5.0,Basketball or Nothing
31,7600,4.0,NOVA: Black Hole Apocalypse
31,2030,4.3,Cargo
31,7801,1.6,Pukar
31,2559,4.5,Becoming
31,8194,3.0,The Apostate
31,4761,2.5,Father of the Year
31,4930,1.7,The Magic School Bus Rides Again
31,5094,3.3,Eve's Apple
31,7445,2.8,Merantau
32,5770,2.4,Much Ado About Nothing
32,5231,4.2,ID-0
32,3005,4.3,DreamWorks How to Train Your Dragon Legends
32,7427,1.0,Maynard
32,5295,2.4,Chadi Jawani Budhe Nu
32,5623,2.8,Semana Santa
32,6769,4.1,Flock of Four
32,4617,2.3,Paradise Lost
32,364,4.1,Centaurworld
32,3844,1.9,Bibik-Bibikku
32,4953,1.6,Metro
32,1070,2.9,Why Did You Kill Me?
32,4772,3.2,Meteor Garden
32,1043,1.6,Gilmore Girls
32,5983,2.5,100 Years: One Woman's Fight for Justice
32,275,3.6,The Kingdom
32,5397,2.6,Learning Songs by Little Baby Bum: Nursery Rhyme Friends
32,725,5.0,Elite Short Stories: Guzmán Caye Rebe
32,739,4.7,Wish Dragon
32,2223,3.1,Killer Women with Piers Morgan
33,4513,4.8,Feminists: What Were They Thinking?
33,7486,3.5,Monkey Up
33,2066,3.0,Erased
33,877,3.1,Cinema Bandi
33,357,4.6,The Machinist
33,3716,2.3,Forest of Piano
33,2996,2.6,Alex Fernández: The Best Comedian in the World
33,3033,3.4,AJ and the Queen
33,8719,4.5,What a Wonderful Family!
33,8722,3.1,What Lies Beneath
33,598,1.7,The American
33,4450,3.5,Marc Maron: Thinky Pain
33,5487,3.6,Wild Oats
33,8397,2.5,The Lizzie Borden Chronicles
33,2617,3.0,İstanbul Kırmızısı
33,7353,4.5,Love Your Garden
33,3422,2.6,The Game Changers
33,8555,1.0,The Wedding Curse
33,7919,2.5,Saeed Mirza: The Leftist Sufi
33,5463,3.8,Smoke & Mirrors
34,6572,2.6,Days We Stared at the Sun
34,6072,3.6,Aajcha Divas Majha
34,8549,2.8,The Vietnam War: A Film by Ken Burns and Lynn Novick
34,1521,1.8,Rabun
34,8506,1.2,The Sign of Venus
34,4818,5.0,Life Sentence
34,124,3.9,Pororo - The Little Penguin
34,6656,5.0,E-Cigarettes: Miracle or Menace?
34,3353,3.6,Zoé: Panoramas
34,283,3.4,Misha and the Wolves
34,3924,3.5,Francesco De Carlo: Cose di Questo Mondo
34,2797,1.0,Vampires
34,677,3.9,Schitt's Creek
34,5386,4.4,The Legend of Bruce Lee
34,2488,1.2,Raya and Sakina
34,3725,1.9,Shooter
34,3213,4.8,Lagos Real Fake Life
34,3507,4.8,Travel Mates 2
34,3100,4.0,Jarhead: Law of Return
34,1731,5.0,A New York Christmas Wedding
35,966,3.9,Get the Grift
35,6256,1.7,Be Here Now
35,238,4.6,Boomika (Malayalam)
35,8189,3.9,The Andy Griffith Show
35,3274,4.6,La Robe De Mariee Des Cieux
35,3804,2.9,The Man Who Feels No Pain
35,2032,3.1,Get Organized with The Home Edit
35,1261,4.4,Fuga
35,8748,2.4,Winter of Our Dreams
35,3886,3.7,Señora Acero
35,6681,3.0,Elizabeth at 90: A Family Tribute
35,1851,3.2,One on One
35,2021,2.3,Greenleaf
35,5175,3.2,Lady Dynamite
35,4783,3.3,The Skin of the Wolf
35,4577,3.7,Khoobsurat
35,7660,3.4,One Day
35,7505,1.0,Monty Don's Italian Gardens
35,6407,2.4,Call Me Francis
35,6706,3.2,Estar o no estar
36,3107,2.0,Jacob's Ladder
36,4820,3.8,Derren Brown: Miracle
36,1826,3.5,The Little Wars
36,183,2.4,In the Line of Fire
36,7017,5.0,How to Live Mortgage Free with Sarah Beeny
36,2586,3.8,Monthly Girls' Nozaki Kun
36,4001,1.0,Green Door
36,7075,2.6,Inequality for All
36,1724,3.4,Bakugan: Battle Planet
36,7667,2.8,Only God Forgives
36,1362,3.2,Total Drama
36,1777,4.5,Kaali Khuhi
36,1780,3.6,Rogue City
36,4826,5.0,Maktub
36,7651,2.9,On the Wrong Track
36,37,3.0,Angry Birds
36,5148,2.4,Voyeur
36,5415,3.5,Okja
36,77,1.8,Little Singham - Black Shadow
36,5252,4.4,Gerald's Game
37,4873,5.0,Pup Star: World Tour
37,2613,2.0,Bir Baba Hindu
37,2375,2.0,The Blazing Sun
37,2046,3.8,Kandasamys: The Wedding
37,8803,2.8,Zombie Dumb
37,5733,3.9,Norman Lear: Just Another Version of You
37,4534,2.7,Super Monsters Save Halloween
37,1996,2.5,The Paramedic
37,6368,3.2,Brain Games
37,54,5.0,InuYasha the Movie: Affections Touching Across Time
37,484,5.0,Lee Su-geun: The Sense Coach
37,1382,5.0,She Is
37,402,2.2,The Last Letter From Your Lover
37,4651,3.8,Transformers Prime
37,2324,2.3,#FriendButMarried 2
37,2550,4.1,18 Presents
37,5002,3.3,Natalia Valdebenito: El especial
37,6976,1.8,History's Greatest Hoaxes
37,4631,2.9,Rafinha Bastos: Ultimatum
37,4457,2.8,Satyagraha
38,1808,3.8,Fisherman's Friends
38,5342,5.0,Alan Saldaña: Mi vida de pobre
38,8190,3.0,The Angry Birds Movie 2
38,1733,3.8,Carmel: Who Killed Maria Marta?
38,7013,1.8,How the Grinch Stole Christmas
38,2371,4.2,Lola Igna
38,8542,3.3,The Ugly Truth
38,5949,2.7,Too Young the Hero
